id,name,alcaldia,lon,lat
12-101,MIRADOR II,TLALPAN,-99.22319,19.27008
12-102,MOVIMIENTO ORGANIZADO DE TLALPAN-EL MIRADOR (RNCDA),TLALPAN,-99.15281,19.26685
12-103,"NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 1 (U HAB)",TLALPAN,-99.12852,19.29217
12-104,"NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 2 (U HAB)",TLALPAN,-99.12737,19.28932
12-105,"NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 3 (U HAB)",TLALPAN,-99.12418,19.28745
12-112,ORIENTE (AMPL),TLALPAN,-99.1611,19.25226
12-113,PARAJE 38,TLALPAN,-99.20841,19.26521
12-115,PARRES EL GUARDA (PBLO),TLALPAN,-99.17389,19.13347
12-116,PEDREGAL DE LAS AGUILAS,TLALPAN,-99.17577,19.27184
12-117,PEDREGAL DE SN NICOLAS 1A SECC,TLALPAN,-99.23571,19.29337
12-119,PEDREGAL DE SN NICOLAS 3A SECC,TLALPAN,-99.23648,19.28431
12-125,PLAN DE AYALA,TLALPAN,-99.14942,19.23796
12-130,PRADO COAPA 2A SECCION,TLALPAN,-99.13301,19.29909
12-132,PROGRESO TLALPAN,TLALPAN,-99.15681,19.25298
12-133,PUEBLO QUIETO,TLALPAN,-99.15949,19.29828
12-139,RESIDENCIAL INSURGENTES SUR (U HAB),TLALPAN,-99.1722,19.27912
12-143,RINCONADA (U HAB),TLALPAN,-99.13516,19.28633
12-146,ROMULO SANCHEZ-SAN FERNANDO (BARR)-PEA POBRE,TLALPAN,-99.18036,19.29732
12-147,SAN ANDRES TOTOLTEPEC (PBLO),TLALPAN,-99.17096,19.24804
12-151,SN JUAN TEPEXIMILPA,TLALPAN,-99.19043,19.27275
12-155,SAN MIGUEL AJUSCO (PBLO),TLALPAN,-99.19681,19.22784
12-158,SAN NICOLAS II,TLALPAN,-99.23798,19.26721
12-166,SOLIDARIDAD,TLALPAN,-99.22911,19.26434
12-167,TECORRAL,TLALPAN,-99.16677,19.25978
12-168,TENORIOS INFONAVIT 1 Y 2 (U HAB),TLALPAN,-99.11753,19.29684
12-173,TEZONTITLA,TLALPAN,-99.15186,19.21047
12-180,TORIELLO GUERRA,TLALPAN,-99.16449,19.29487
12-183,VALLE DE TEPEPAN,TLALPAN,-99.14556,19.27225
12-194,VILLA LAZARO CARDENAS,TLALPAN,-99.14095,19.297
12-201,XAXALIPAC,TLALPAN,-99.1437,19.18714
12-208,SAN MIGUEL TOXIAC,TLALPAN,-99.15494,19.20736
12-212,LOMAS DE  PADIERNA II,TLALPAN,-99.21846,19.29496
12-215,BELISARIO DOMINGUEZ,TLALPAN,-99.15559,19.2895
12-216,LA MAGUEYERA,TLALPAN,-99.14581,19.24447
12-217,"NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB)",TLALPAN,-99.12024,19.29495
13-007,CALTONGO (BARR),XOCHIMILCO,-99.08662,19.25788
13-008,CERRO GRANDE,XOCHIMILCO,-99.11777,19.23897
13-015,JARDINES DEL SUR,XOCHIMILCO,-99.11583,19.25851
13-021,LA CONCHA,XOCHIMILCO,-99.11615,19.2524
13-023,LA NORIA TEPEPAN,XOCHIMILCO,-99.12835,19.26609
13-027,LOS CERRILLOS III,XOCHIMILCO,-99.02282,19.24949
13-032,PASEOS DEL SUR,XOCHIMILCO,-99.12388,19.27493
13-034,RINCONADA DEL SUR (U HAB),XOCHIMILCO,-99.12032,19.25965
13-036,SAN ANTONIO (BARR),XOCHIMILCO,-99.10699,19.26307
13-037,SAN BARTOLO EL CHICO,XOCHIMILCO,-99.13054,19.2831
13-041,SAN FRANCISCO CHIQUIMOLA,XOCHIMILCO,-99.0251,19.24374
13-042,SAN FRANCISCO TLALNEPANTLA (PBLO),XOCHIMILCO,-99.11725,19.18092
13-047,SAN JUAN (BARR),XOCHIMILCO,-99.1068,19.26647
13-049,SAN LORENZO (BARR),XOCHIMILCO,-99.07753,19.2719
13-050,SAN LORENZO ATEMOAYA (PBLO),XOCHIMILCO,-99.10079,19.23983
13-056,SAN MATEO XALPA (PBLO),XOCHIMILCO,-99.1203,19.23092
13-060,SANTA CRUZ ACALPIXCA (PBLO),XOCHIMILCO,-99.07484,19.24629
13-062,SANTA CRUZ XOCHITEPEC (PBLO),XOCHIMILCO,-99.13331,19.25492
13-065,SANTA MARIA TEPEPAN (PBLO),XOCHIMILCO,-99.13718,19.27271
13-068,TECACALANCO,XOCHIMILCO,-99.06365,19.24053
13-073,XALTOCAN (BARR),XOCHIMILCO,-99.10054,19.25283
13-074,XICALHUACAN,XOCHIMILCO,-99.08081,19.25355
13-075,SAN LORENZO LA CEBADA I,XOCHIMILCO,-99.1191,19.28507
13-076,SAN LORENZO LA CEBADA II,XOCHIMILCO,-99.12059,19.27952
13-080,INFONAVIT PROLONGACION DIVISION DEL NORTE (U HAB),XOCHIMILCO,-99.11673,19.27156
13-082,NUEVA TENOCHTITLAN,XOCHIMILCO,-99.07323,19.25508
06-002,AMPLIACION RAMOS MILLAN,IZTACALCO,-99.09671,19.38727
06-004,CARLOS ZAPATA VELA,IZTACALCO,-99.0975,19.38253
06-009,EX EJIDOS DE LA MAGDALENA MIXIHUCA,IZTACALCO,-99.08875,19.39297
06-016,LA ASUNCION,IZTACALCO,-99.1193,19.38976
06-019,MILITAR MARTE,IZTACALCO,-99.12864,19.38102
06-020,MOSCO CHINAMPA,IZTACALCO,-99.10037,19.38925
06-023,PICOS IZTACALCO 1-A,IZTACALCO,-99.11464,19.3893
06-029,SAN FCO XICALTONGO,IZTACALCO,-99.12516,19.39595
06-031,SAN PEDRO IZTACALCO,IZTACALCO,-99.12928,19.3942
06-033,SANTA CRUZ,IZTACALCO,-99.12041,19.38823
06-036,TLACOTAL RAMOS MILLAN,IZTACALCO,-99.10668,19.39551
06-037,TLAZINTLA,IZTACALCO,-99.1118,19.3962
06-047,AGRICOLA ORIENTAL VIII,IZTACALCO,-99.06262,19.38754
06-048,CAMPAMENTO 2 DE OCTUBRE I,IZTACALCO,-99.11391,19.38471
06-055,JUVENTINO ROSAS II,IZTACALCO,-99.10621,19.39111
06-060,PANTITLAN V,IZTACALCO,-99.06031,19.40616
06-061,RAMOS MILLAN BRAMADERO I,IZTACALCO,-99.09701,19.39315
06-062,RAMOS MILLAN BRAMADERO II,IZTACALCO,-99.09254,19.39239
11-001,AGRICOLA METROPOLITANA,TLAHUAC,-99.05254,19.29086
11-005,EL MIRADOR - SANTA CATARINA,TLAHUAC,-98.97306,19.31246
11-006,EL ROSARIO,TLAHUAC,-99.00777,19.23985
11-011,GRANJAS CABRERA,TLAHUAC,-99.06282,19.29997
11-014,LA DRAGA,TLAHUAC,-99.04472,19.28032
11-015,LA ESTACION,TLAHUAC,-99.04199,19.31124
11-020,LA TURBA,TLAHUAC,-99.05861,19.29528
11-022,LOPEZ PORTILLO,TLAHUAC,-99.02085,19.309
11-025,MIGUEL HIDALGO,TLAHUAC,-99.0481,19.29441
11-027,OJO DE AGUA,TLAHUAC,-99.0128,19.28954
11-032,SAN FRANCISCO TLALTENCO (PBLO),TLAHUAC,-99.01286,19.30658
11-033,SAN JOSE,TLAHUAC,-98.98544,19.27164
11-035,SAN MIGUEL (AMPL),TLAHUAC,-98.97412,19.29313
11-049,TEZONTITLA-ZOMPANTITLA,TLAHUAC,-99.00232,19.30853
11-051,TIERRA Y LIBERTAD,TLAHUAC,-99.00687,19.26087
11-052,VILLA CENTROAMERICANA (U HAB),TLAHUAC,-99.05464,19.28347
11-053,VILLAS DE LOS TRABAJADORES (GDF) (U HAB),TLAHUAC,-99.05212,19.28079
11-054,3 DE MAYO,TLAHUAC,-98.9912,19.29746
11-057,LA CONCHITA II,TLAHUAC,-99.03232,19.28363
11-061,TEMPILULI,TLAHUAC,-99.02831,19.27885
02-001,AGUILERA,AZCAPOTZALCO,-99.15575,19.47284
02-005,ANGEL ZIMBRON,AZCAPOTZALCO,-99.18912,19.46779
02-006,ARENAL,AZCAPOTZALCO,-99.15201,19.46529
02-007,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,-99.18631,19.48118
02-008,CLAVERIA,AZCAPOTZALCO,-99.18187,19.46605
02-011,COSMOPOLITA (AMPL),AZCAPOTZALCO,-99.16095,19.47242
02-013,CUITLHUAC 1 Y 2 (U HAB),AZCAPOTZALCO,-99.16727,19.47221
02-015,DEL GAS,AZCAPOTZALCO,-99.15782,19.47034
02-017,DEL MAESTRO,AZCAPOTZALCO,-99.1823,19.48276
02-020,ECOLOGICA NOVEDADES IMPACTO (U HAB),AZCAPOTZALCO,-99.19049,19.508
02-027,EX-HACIENDA EL ROSARIO,AZCAPOTZALCO,-99.20984,19.49835
02-030,FRANCISCO VILLA (U HAB),AZCAPOTZALCO,-99.20456,19.49805
02-033,HOGARES FERROCARRILEROS (U HAB),AZCAPOTZALCO,-99.16515,19.47354
02-035,IGNACIO ALLENDE,AZCAPOTZALCO,-99.16189,19.46699
02-038,JARDIN AZPEITIA,AZCAPOTZALCO,-99.17435,19.47306
02-040,LA PRECIOSA,AZCAPOTZALCO,-99.19409,19.48664
02-043,LIBERACION,AZCAPOTZALCO,-99.15236,19.47078
02-044,LIBERTAD,AZCAPOTZALCO,-99.17731,19.47828
02-048,MONTE ALTO,AZCAPOTZALCO,-99.15633,19.47996
02-049,NEXTENGO (BARR),AZCAPOTZALCO,-99.1887,19.47431
02-053,NUEVO SAN RAFAEL (BARR),AZCAPOTZALCO,-99.188,19.48909
02-055,PANTACO (U HAB),AZCAPOTZALCO,-99.17295,19.48575
02-056,PASTEROS,AZCAPOTZALCO,-99.1958,19.49441
02-059,PETROLERA,AZCAPOTZALCO,-99.19999,19.48516
02-063,PRADOS DEL ROSARIO,AZCAPOTZALCO,-99.20943,19.50357
02-064,PRESIDENTE MADERO (U HAB),AZCAPOTZALCO,-99.20173,19.49583
02-066,PROVIDENCIA,AZCAPOTZALCO,-99.21176,19.49066
02-069,SAN  MIGUEL AMANTLA (PBLO),AZCAPOTZALCO,-99.20415,19.47534
02-074,SAN ANTONIO (FRACC),AZCAPOTZALCO,-99.20488,19.48018
02-076,SAN BERNABE (BARR),AZCAPOTZALCO,-99.17373,19.46792
02-081,SAN MARTIN XOCHINAHUAC (PBLO),AZCAPOTZALCO,-99.19117,19.503
02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,-99.18569,19.50102
02-087,SAN SALVADOR XOCHIMANCA,AZCAPOTZALCO,-99.17357,19.45956
02-088,SAN SEBASTIAN,AZCAPOTZALCO,-99.1772,19.48059
02-095,SANTA LUCIA (BARR),AZCAPOTZALCO,-99.19706,19.47822
02-099,SANTO TOMAS,AZCAPOTZALCO,-99.17705,19.48588
02-102,TEZOZOMOC,AZCAPOTZALCO,-99.19815,19.48948
10-004,HACIENDA DE GUADALUPE CHIMALISTAC,ALVARO OBREGON,-99.18251,19.34965
10-016,ARCOS DE CENTENARIO,ALVARO OBREGON,-99.22715,19.35993
10-018,ARTURO MARTINEZ,ALVARO OBREGON,-99.21787,19.38686
10-019,ARVIDE,ALVARO OBREGON,-99.2033,19.38167
10-023,AVE REAL (AMPL),ALVARO OBREGON,-99.23496,19.36297
10-024,AXOTLA,ALVARO OBREGON,-99.17494,19.35839
10-025,BALCONES DE CEHUAYO,ALVARO OBREGON,-99.24079,19.35758
10-026,BARRIO NORTE,ALVARO OBREGON,-99.20735,19.37864
10-029,BELEN DE LAS FLORES,ALVARO OBREGON,-99.21703,19.39563
10-031,BELLA VISTA,ALVARO OBREGON,-99.19356,19.39685
10-033,BOSQUES DE TARANGO,ALVARO OBREGON,-99.25404,19.34714
10-035,CAMPO DE TIRO LOS GAMITOS,ALVARO OBREGON,-99.23781,19.38012
10-036,CAADA DEL OLIVAR (U HAB),ALVARO OBREGON,-99.20956,19.36932
10-037,CANUTILLO(AGUASCALIENTES),ALVARO OBREGON,-99.23244,19.36234
10-040,CAROLA,ALVARO OBREGON,-99.19654,19.38569
10-044,COLINAS DEL SUR,ALVARO OBREGON,-99.2257,19.36657
10-048,CORPUS CURISTY AMPL XOCOMECATLA,ALVARO OBREGON,-99.24377,19.36332
10-054,EL ARBOL,ALVARO OBREGON,-99.23578,19.38032
10-055,EL BATAN,ALVARO OBREGON,-99.25915,19.35473
10-056,EL BOSQUE,ALVARO OBREGON,-99.19723,19.39284
10-059,EL CAPULIN,ALVARO OBREGON,-99.21153,19.39617
10-063,EL PARAISO,ALVARO OBREGON,-99.21255,19.39063
10-066,EL POCITO,ALVARO OBREGON,-99.21076,19.38257
10-072,FLOR DE MARIA,ALVARO OBREGON,-99.205,19.34988
10-074,FRANCISCO VILLA,ALVARO OBREGON,-99.20383,19.38401
10-077,GARCIMARRERO NORTE,ALVARO OBREGON,-99.23972,19.3681
10-080,GOLONDRINAS 1RA SECCION,ALVARO OBREGON,-99.21144,19.38064
10-081,GOLONDRINAS 2DA SECCION,ALVARO OBREGON,-99.21707,19.37642
10-083,GRAL C  A  MADRAZO,ALVARO OBREGON,-99.25131,19.37892
10-084,GUADALUPE INN,ALVARO OBREGON,-99.18722,19.35678
10-094,LA ANGOSTURA,ALVARO OBREGON,-99.23244,19.33301
10-098,LA CEBADA (AMPL),ALVARO OBREGON,-99.23344,19.38019
10-101,LA HERRADURA,ALVARO OBREGON,-99.20952,19.34626
10-104,LA LOMA,ALVARO OBREGON,-99.24899,19.37027
10-115,LAS AGUILAS (AMPL),ALVARO OBREGON,-99.2136,19.35118
10-120,LIBERACION PROLETARIA,ALVARO OBREGON,-99.22979,19.38146
10-124,LOMAS DE BECERRA,ALVARO OBREGON,-99.21705,19.38462
10-130,LOMAS DE CHAMONTOYA,ALVARO OBREGON,-99.26843,19.31702
10-131,LOMAS DE GUADALUPE,ALVARO OBREGON,-99.24319,19.3444
10-141,LOMAS DE SANTO DOMINGO,ALVARO OBREGON,-99.20162,19.39518
10-142,LOMAS DE SANTO DOMINGO (AMPL),ALVARO OBREGON,-99.20228,19.39429
10-145,LORETO,ALVARO OBREGON,-99.19258,19.34078
10-146,LOS CEDROS,ALVARO OBREGON,-99.23852,19.36368
10-151,MERCED GOMEZ,ALVARO OBREGON,-99.20279,19.36484
10-152,METROPOLITANO (U HAB),ALVARO OBREGON,-99.21831,19.3604
10-159,MOLINO DE SANTO DOMINGO,ALVARO OBREGON,-99.20787,19.39414
10-162,OCOTILLOS,ALVARO OBREGON,-99.23871,19.3404
10-168,PARAJE EL CABALLITO,ALVARO OBREGON,-99.27324,19.31536
10-170,PASEO DE LAS LOMAS-SAN GABRIEL,ALVARO OBREGON,-99.25733,19.37714
10-171,PILOTO (ADOLFO LOPEZ MATEOS),ALVARO OBREGON,-99.23236,19.37246
10-173,PODER POPULAR,ALVARO OBREGON,-99.20248,19.36385
10-176,PRADOS LA PROVIDENCIA,ALVARO OBREGON,-99.23818,19.35736
10-179,PRESIDENTES 2DA (AMPL),ALVARO OBREGON,-99.22761,19.37445
10-180,PRIVADA CENTENARIO,ALVARO OBREGON,-99.22968,19.36136
10-182,PROGRESO TIZAPAN,ALVARO OBREGON,-99.20467,19.3399
10-183,PUEBLO NUEVO,ALVARO OBREGON,-99.23844,19.38109
10-187,REACOMODO EL CUERNITO,ALVARO OBREGON,-99.20754,19.38246
10-193,SAN ANGEL INN,ALVARO OBREGON,-99.19792,19.34906
10-194,SAN BARTOLO AMEYALCO (PBLO),ALVARO OBREGON,-99.2699,19.33031
10-195,SAN CLEMENTE,ALVARO OBREGON,-99.22622,19.34931
10-197,SAN PEDRO DE LOS PINOS,ALVARO OBREGON,-99.1917,19.38886
10-199,SANTA FE (U HAB),ALVARO OBREGON,-99.2065,19.38859
10-203,SANTA MARIA NONOALCO,ALVARO OBREGON,-99.19307,19.3807
10-205,SEARS ROEBUCK (U HAB),ALVARO OBREGON,-99.19516,19.40089
10-210,TEPEACA,ALVARO OBREGON,-99.23653,19.35867
10-222,TLACUITLAPA,ALVARO OBREGON,-99.24136,19.35281
10-226,TOLTECA,ALVARO OBREGON,-99.19749,19.39051
10-227,TORRES DE MIXCOAC (U HAB),ALVARO OBREGON,-99.19313,19.37123
10-229,TORRES SAN ANTONIO (U HAB),ALVARO OBREGON,-99.19448,19.38511
10-230,TORRES SAN PEDRO (U HAB),ALVARO OBREGON,-99.19295,19.39203
10-233,UNION OLIVOS,ALVARO OBREGON,-99.25071,19.36435
10-235,VALENTIN GOMEZ FARIAS,ALVARO OBREGON,-99.23311,19.35951
10-237,VILLA SOLIDARIDAD,ALVARO OBREGON,-99.21929,19.3834
10-239,ZENON DELGADO,ALVARO OBREGON,-99.21593,19.38883
10-241,19 DE MAYO,ALVARO OBREGON,-99.25332,19.3619
10-244,26 DE JULIO,ALVARO OBREGON,-99.25064,19.35752
10-250,LOMAS DE PLATEROS (U HAB) I,ALVARO OBREGON,-99.20552,19.36758
10-252,OLIVAR DEL CONDE 1RA SECCION I,ALVARO OBREGON,-99.20475,19.37516
10-256,SANTA FE KM 8.5,ALVARO OBREGON,-99.24814,19.38009
15-001,ALGARIN,CUAUHTEMOC,-99.14027,19.40559
15-002,ASTURIAS,CUAUHTEMOC,-99.13124,19.40463
15-004,ATLAMPA,CUAUHTEMOC,-99.15637,19.45865
15-006,BUENOS AIRES,CUAUHTEMOC,-99.14463,19.4072
15-009,CUAUHTEMOC,CUAUHTEMOC,-99.16867,19.42998
15-022,PAULINO NAVARRO,CUAUHTEMOC,-99.12995,19.41171
15-037,CENTRO I,CUAUHTEMOC,-99.13251,19.442
15-038,CENTRO II,CUAUHTEMOC,-99.12852,19.43985
15-039,CENTRO III,CUAUHTEMOC,-99.12845,19.43677
15-043,CENTRO VII,CUAUHTEMOC,-99.12814,19.43022
15-044,CENTRO VIII,CUAUHTEMOC,-99.14639,19.43151
15-045,DOCTORES I,CUAUHTEMOC,-99.14729,19.42396
15-046,DOCTORES II,CUAUHTEMOC,-99.15085,19.41987
15-047,DOCTORES III,CUAUHTEMOC,-99.14581,19.41647
15-052,GUERRERO III,CUAUHTEMOC,-99.14601,19.44219
15-053,GUERRERO IV,CUAUHTEMOC,-99.14221,19.44042
15-056,MORELOS I,CUAUHTEMOC,-99.13028,19.44994
15-057,MORELOS II,CUAUHTEMOC,-99.12672,19.44662
15-059,NONOALCO-TLATELOLCO (U HAB) I,CUAUHTEMOC,-99.14808,19.45491
15-063,OBRERA II,CUAUHTEMOC,-99.13928,19.41517
15-064,OBRERA III,CUAUHTEMOC,-99.14177,19.41076
15-068,ROMA NORTE I,CUAUHTEMOC,-99.16916,19.41942
15-076,SANTA MARIA LA RIBERA II,CUAUHTEMOC,-99.15851,19.44922
07-002,ALBARRADAS (U HAB),IZTAPALAPA,-99.06195,19.3568
07-003,ALCANFORES (U HAB),IZTAPALAPA,-99.07127,19.3354
07-006,ALVARO OBREGON_(FRACC),IZTAPALAPA,-99.03623,19.37324
07-007,AO DE JUAREZ,IZTAPALAPA,-99.07334,19.31962
07-008,ANTORCHA POPULAR I (U HAB),IZTAPALAPA,-99.04305,19.38369
07-010,ARBOLEDAS,IZTAPALAPA,-99.04828,19.31275
07-012,BANJIDAL,IZTAPALAPA,-99.13715,19.36273
07-014,BELLAVISTA (U HAB),IZTAPALAPA,-99.07107,19.33019
07-017,CABEZA DE JUAREZ I (U HAB),IZTAPALAPA,-99.04408,19.38499
07-018,CABEZA DE JUAREZ II (U HAB),IZTAPALAPA,-99.04234,19.38473
07-021,CAMPESTRE POTRERO,IZTAPALAPA,-98.97828,19.33004
07-022,CANANEA (U HAB),IZTAPALAPA,-99.06784,19.29187
07-023,CARLOS HANK GONZALEZ,IZTAPALAPA,-99.04747,19.33164
07-026,CE CUALLI OHTLI (U HAB),IZTAPALAPA,-99.07305,19.29173
07-035,CUCHILLAS DEL MORAL (U HAB),IZTAPALAPA,-99.07268,19.38518
07-036,CUITLAHUAC (U HAB),IZTAPALAPA,-99.06349,19.3435
07-048,"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",IZTAPALAPA,-99.05299,19.38227
07-051,EL MANTO,IZTAPALAPA,-99.08248,19.34948
07-052,EL MANTO PLAN DE IGUALA,IZTAPALAPA,-99.08519,19.35306
07-053,EL MIRADOR,IZTAPALAPA,-99.09778,19.33636
07-054,EL MOLINO,IZTAPALAPA,-99.06839,19.2977
07-056,EL PRADO,IZTAPALAPA,-99.13596,19.35782
07-060,EL SANTUARIO,IZTAPALAPA,-99.09284,19.35466
07-064,EL TRIUNFO,IZTAPALAPA,-99.12052,19.37781
07-076,FRANCISCO VILLA,IZTAPALAPA,-99.05925,19.33717
07-081,GAVILAN (U HAB),IZTAPALAPA,-99.075,19.35885
07-083,GRANJAS ESTRELLA I,IZTAPALAPA,-99.08789,19.32433
07-084,GRANJAS ESTRELLA II,IZTAPALAPA,-99.08749,19.32905
07-085,GRANJAS ESTRELLA III,IZTAPALAPA,-99.08301,19.32847
07-087,GUADALUPE (BARR),IZTAPALAPA,-99.07127,19.31235
07-088,GUADALUPE DEL MORAL,IZTAPALAPA,-99.0756,19.36987
07-090,GUELATAO DE JUAREZ II (U HAB),IZTAPALAPA,-99.04458,19.38406
07-092,HUASIPUNGO (U HAB),IZTAPALAPA,-99.07291,19.28932
07-095,INSURGENTES,IZTAPALAPA,-99.05359,19.33111
07-099,JARDINES DE SAN LORENZO,IZTAPALAPA,-99.07388,19.29536
07-106,LA ERA,IZTAPALAPA,-99.05466,19.33972
07-109,LA JOYA,IZTAPALAPA,-99.02999,19.37268
07-112,LA NUEVA ROSITA,IZTAPALAPA,-99.10644,19.37743
07-114,LA POLVORILLA,IZTAPALAPA,-99.04818,19.32115
07-124,LOMAS DE SANTA CRUZ MEYEHUALCO,IZTAPALAPA,-99.03546,19.33169
07-125,LOMAS DE ZARAGOZA,IZTAPALAPA,-98.99743,19.35355
07-135,LOS REYES (PBLO),IZTAPALAPA,-99.10952,19.34575
07-140,MINAS POLVORILLA (U HAB),IZTAPALAPA,-99.04476,19.3143
07-149,NORMA ISSSTE (U HAB),IZTAPALAPA,-99.07674,19.3637
07-153,PARAISO (AMPL),IZTAPALAPA,-99.03247,19.37749
07-158,PEON VIEJO (U HAB),IZTAPALAPA,-99.02948,19.37623
07-165,PROGRESO DEL SUR,IZTAPALAPA,-99.11204,19.35329
07-167,PURISIMA ATLAZOLPA,IZTAPALAPA,-99.10857,19.38009
07-169,REAL DEL MORAL (FRACC),IZTAPALAPA,-99.08225,19.39005
07-172,RICARDO FLORES MAGON,IZTAPALAPA,-99.09797,19.35392
07-174,RINCONADA EL MOLINO,IZTAPALAPA,-99.06858,19.28702
07-176,SAN ANDRES TOMATLAN (PBLO),IZTAPALAPA,-99.10514,19.32845
07-177,SAN ANTONIO (BARR),IZTAPALAPA,-99.07321,19.30587
07-179,SAN FRANCISCO APOLOCALCO,IZTAPALAPA,-98.96691,19.32773
07-182,SAN JOSE ACULCO,IZTAPALAPA,-99.10035,19.37635
07-183,SAN JOSE BUENAVISTA,IZTAPALAPA,-99.0344,19.32047
07-184,SAN JUAN 2A AMPLIACIN (PJE),IZTAPALAPA,-99.0701,19.33777
07-188,SAN JUANICO NEXTIPAC (PBLO),IZTAPALAPA,-99.1188,19.37405
07-194,SAN LORENZO XICOTENCATL (PBLO),IZTAPALAPA,-99.02713,19.38365
07-199,SAN NICOLAS TOLENTINO II,IZTAPALAPA,-99.0866,19.32859
07-202,SAN PEDRO (BARR),IZTAPALAPA,-99.0848,19.36558
07-204,SAN SIMON CULHUACAN (BARR),IZTAPALAPA,-99.10593,19.33449
07-205,SANTA BARBARA (BARR) I,IZTAPALAPA,-99.10283,19.3597
07-206,SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA,-99.04074,19.34006
07-209,SANTA CRUZ VII (U HAB),IZTAPALAPA,-99.04602,19.31353
07-214,SANTA MARIA TOMATLAN (PBLO),IZTAPALAPA,-99.10078,19.32439
07-215,SANTA MARTHA ACATITLA,IZTAPALAPA,-99.01902,19.37088
07-216,SANTA MARTHA ACATITLA SUR (AMPL),IZTAPALAPA,-99.02119,19.36436
07-234,TULA (BARR),IZTAPALAPA,-99.11227,19.33714
07-237,VALLE DE LUCES I,IZTAPALAPA,-99.09816,19.33929
07-238,VALLE DE LUCES II,IZTAPALAPA,-99.10471,19.33986
07-243,VICENTE GUERRERO SUPER MANZANA 2 (U HAB),IZTAPALAPA,-99.05941,19.36168
07-246,VICENTE GUERRERO SUPER MANZANA 5 (U HAB),IZTAPALAPA,-99.05144,19.35493
07-247,VICENTE GUERRERO SUPER MANZANA 6 (U HAB),IZTAPALAPA,-99.05636,19.35577
07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),IZTAPALAPA,-99.06014,19.35652
07-257,9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),IZTAPALAPA,-99.05077,19.37687
07-258,BUENAVISTA I,IZTAPALAPA,-99.03015,19.33092
07-259,BUENAVISTA II,IZTAPALAPA,-99.0294,19.32673
07-261,CERRO DE LA ESTRELLA II,IZTAPALAPA,-99.0774,19.32162
07-263,CHINAMPAC DE JUAREZ II,IZTAPALAPA,-99.04641,19.37363
07-264,CONSEJO AGRARISTA MEXICANO I,IZTAPALAPA,-99.05824,19.32386
07-269,DESARROLLO URBANO QUETZALCOATL  II,IZTAPALAPA,-99.04324,19.32856
07-273,ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA,-98.99802,19.36245
07-275,JOSE LOPEZ PORTILLO I,IZTAPALAPA,-99.08323,19.30383
07-277,JUAN ESCUTIA I,IZTAPALAPA,-99.05066,19.39553
07-286,LOMAS ESTRELLA 2A SECC II,IZTAPALAPA,-99.09365,19.31707
07-287,REFORMA POLITICA I,IZTAPALAPA,-99.02894,19.33747
07-288,REFORMA POLITICA II,IZTAPALAPA,-99.03251,19.3393
07-291,SAN MIGUEL TEOTONGO I,IZTAPALAPA,-98.9913,19.35107
07-296,SANTA CRUZ MEYEHUALCO (U HAB) II,IZTAPALAPA,-99.04522,19.35306
07-297,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA,-99.03265,19.35925
07-298,SANTA MARIA AZTAHUACAN (EJ) II,IZTAPALAPA,-99.03297,19.34985
07-300,STA MARTHA ACATITLA NTE (AMPL) II,IZTAPALAPA,-99.01284,19.37499
07-303,VALLE DE SAN LORENZO I,IZTAPALAPA,-99.07726,19.29753
07-305,XALPA I,IZTAPALAPA,-99.01519,19.32747
07-306,XALPA II,IZTAPALAPA,-99.01455,19.3437
07-309,2A AMPLIACION SANTIAGO ACAHUALTEPEC II,IZTAPALAPA,-99.00884,19.34618
07-316,SANTA BARBARA (BARR) II,IZTAPALAPA,-99.10148,19.36573
07-318,TENORIOS (AMPL),IZTAPALAPA,-99.02104,19.32481
07-321,PREDIO SANTA CRUZ MEYEHUALCO,IZTAPALAPA,-99.04832,19.35166
04-011,CRUZ BLANCA,CUAJIMALPA DE MORELOS,-99.32243,19.31361
04-015,EL CONTADERO,CUAJIMALPA DE MORELOS,-99.29635,19.34506
04-018,EL TIANGUILLO,CUAJIMALPA DE MORELOS,-99.32177,19.32511
04-022,JESUS DEL MONTE,CUAJIMALPA DE MORELOS,-99.29376,19.36643
04-023,LA PILA,CUAJIMALPA DE MORELOS,-99.33584,19.31084
04-027,TEXCALCO,CUAJIMALPA DE MORELOS,-99.33226,19.32717
04-028,LAS TINAJAS,CUAJIMALPA DE MORELOS,-99.28236,19.35536
04-030,LOMA DEL PADRE,CUAJIMALPA DE MORELOS,-99.31397,19.3432
04-033,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,-99.26278,19.39311
04-038,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,-99.25444,19.38324
